Position,Artist Name,Song Name,Days,Top 10 (xTimes),Peak Position,Peak Position (xTimes),Peak Streams,Total Streams
1636,Post Malone ,Blame It On Me,53,0.0,16,0,2087078,27487624
1637,Taylor Swift ,The Man,47,9.0,2,(x3),2405751,27457970
1638,The Chainsmokers ,Sick Boy,66,1.0,10,0,826678,27440685
1639,5 Seconds of Summer,Teeth,97,0.0,61,0,467653,27425391
1640,Machine Gun Kelly ,forget me too,93,1.0,8,0,952348,27421235
1641,Ty Dolla $ign ,Saved,168,0.0,57,0,279372,27409784
1642,Ariana Grande ,Don’t Call Me Angel (Charlie’s Angels),51,6.0,2,(x1),2022458,27360657
1643,J. Cole ,Apparently,294,0.0,39,0,196970,27354030
1644,Lil Tecca ,REPEAT IT,88,0.0,26,0,560323,27334405
1645,Halsey ,Nightmare,68,2.0,10,0,1055230,27306005
1646,French Montana ,No Shopping,121,0.0,53,0,328391,27268306
1647,The Chainsmokers ,Somebody,83,0.0,43,0,650645,27172552
1648,Gucci Mane ,Met Gala,101,0.0,51,0,468840,27121697
1649,Juice WRLD ,Bad Energy,62,4.0,7,0,2746447,27097509
1650,Thomas Rhett ,Crash and Burn,227,0.0,63,0,180162,27040305
1651,The Chainsmokers ,The One,70,0.0,13,0,940514,26983605
1652,Dean Martin ,Silver Bells,80,0.0,25,0,1254014,26956453
1653,VÉRITÉ ,Somebody Else,134,0.0,53,0,274625,26944785
1654,Becky G ,Shower,175,16.0,7,0,292874,26898286
1655,Diplo ,Be Right There,170,0.0,60,0,228548,26895339
1656,Hailee Steinfeld ,Rock Bottom,126,0.0,53,0,285651,26884064
1657,Miguel ,Sure Thing,86,0.0,32,0,518355,26871929
1658,Kygo ,Born To Be Yours,75,0.0,40,0,521787,26853513
1659,Taylor Swift ,The Great War,42,0.0,14,0,1864956,26851672
1660,Fetty Wap ,Wake Up,131,0.0,58,0,299055,26848172
1661,Pedro Capó ,Calma  Remix,106,0.0,107,0,333711,26847185
1662,Drake ,Lemon Pepper Freestyle,59,5.0,3,(x2),2681138,26830541
1663,Doja Cat ,Say So,57,0.0,14,0,837828,26778767
1664,Sebastian Yatra ,Dos Oruguitas,79,0.0,32,0,448687,26756153
1665,Jonas Brothers ,Like It's Christmas,75,0.0,43,0,793610,26748941
1666,A,Wall  Loverboy,93,0.0,56,0,355656,26726596
1667,Stevie Wonder ,What Christmas Means To Me,70,0.0,54,0,1169367,26722376
1668,Ariana Grande ,ghostin,46,4.0,8,0,2419810,26687519
1669,Taylor Swift ,my tears ricochet,45,8.0,5,0,3202928,26674227
1670,Lizzo ,Rumors,59,7.0,3,(x1),1541058,26619697
1671,Drake ,Sacrifices,62,4.0,6,0,1776671,26574302
1672,Rae Sremmurd ,Guatemala,98,0.0,45,0,560899,26496362
1673,Young Thug ,Best Friend,175,0.0,63,0,229101,26473575
1674,DNCE ,Toothbrush,93,0.0,44,0,367935,26456038
1675,Taylor Swift ,Wildest Dreams (Taylor's Version),78,0.0,12,0,1083618,26453629
1676,Juice WRLD ,Make Believe,73,0.0,20,0,901307,26448107
1677,DaBaby ,INTRO,64,2.0,3,(x1),1395247,26429768
1678,Snakehips ,Don't Leave,89,0.0,52,0,370868,26419507
1679,Sam Smith ,Like I Can,222,0.0,30,0,265896,26407088
1680,Yeat ,Talk,65,2.0,7,0,815251,26406433
1681,Kanye West ,Jail,37,5.0,1,(x2),4277327,26376710
1682,Morgan Wallen ,Still Goin Down,82,0.0,22,0,678811,26338126
1683,Labrinth ,Still Don't Know My Name,87,0.0,51,0,428899,26336120
1684,Lorde ,Homemade Dynamite (Feat. Khalid Post Malone & SZA)  REMIX,63,0.0,32,0,623761,26310860
1685,Billie Eilish ,bad guy,48,2.0,3,(x1),1616799,26284792
1686,Imagine Dragons ,Demons,288,0.0,65,0,112829,26233403
1687,Bad Bunny ,Sensualidad,114,0.0,85,0,315691,26127265
1688,Drake ,Fire & Desire,150,0.0,47,0,420532,26086526
1689,Brent Faiyaz ,Clouded,82,0.0,72,0,415113,26081717
1690,Eminem ,Not Alike,49,8.0,5,0,1637176,26075002
1691,Gunna ,Baby Birkin,98,0.0,107,0,369197,26062405
1692,Smokepurpp ,Nephew,91,0.0,75,0,362874,26058879
1693,BLACKPINK ,Ice Cream,68,2.0,5,0,1151511,26051075
1694,Rosa Linn ,SNAP,88,0.0,64,0,377135,25972464
1695,Juice WRLD ,Titanic,56,5.0,5,0,2826000,25924016
1696,XXXTENTACION ,Carry On,94,0.0,18,0,1083806,25904909
1697,Future ,I'M ON ONE,65,7.0,5,0,1392185,25867428
1698,Travis Scott ,CAROUSEL,51,5.0,3,(x1),3153435,25851388
1699,21 Savage,ball w/o you,94,0.0,34,0,737260,25845019
1700,Travis Scott ,CAN'T SAY,64,0.0,15,0,1793125,25843133
1701,Dawin ,Dessert,185,0.0,57,0,201282,25841085
1702,Lil Pump ,Boss,114,0.0,54,0,429806,25770253
1703,Wisin ,Escápate Conmigo,135,0.0,104,0,225781,25768264
1704,Kygo ,Stargazing,81,0.0,47,0,451458,25763596
1705,Selena Gomez ,Rare,50,2.0,5,0,1329429,25744542
1706,The Weeknd ,Wicked Games,315,0.0,98,0,207956,25707978
1707,Jason Derulo ,Take You Dancing,105,0.0,106,0,281582,25700497
1708,$uicideboy$ ,Antarctica,103,0.0,120,0,274996,25575127
1709,Roddy Ricch ,Peta,69,0.0,43,0,544043,25555148
1710,Marian Hill ,Down,99,0.0,57,0,368350,25540811
1711,Juice WRLD ,Man Of The Year,66,0.0,17,0,1770789,25520558
1712,Quality Control ,Ice Tray,95,0.0,67,0,370188,25519466
1713,Travis Scott ,WAKE UP,56,4.0,8,0,2356198,25512899
1714,Lewis Capaldi ,Bruises,106,0.0,95,0,327468,25462460
1715,Carly Rae Jepsen ,I Really Like You,149,0.0,24,0,278523,25457946
1716,Harry Styles ,Cinema,43,6.0,8,0,2518332,25457307
1717,Rod Wave ,Richer,72,1.0,8,0,904519,25443802
1718,Migos ,Straightenin,72,0.0,22,0,898448,25431949
1719,Taylor Swift ,I Forgot That You Existed,56,6.0,4,0,2246765,25429057
1720,Drake ,Privileged Rappers,32,6.0,6,0,3605227,25413982
1721,Lady Gaga ,Stupid Love,63,2.0,2,(x1),1526702,25405159
1722,Tory Lanez ,TAlk tO Me,99,0.0,115,0,305907,25404826
1723,Los Legendarios ,Fiel,77,0.0,44,0,411269,25351520
1724,Kanye West ,Ghost Town,41,7.0,2,(x3),2412091,25321956
1725,Avicii ,Waiting For Love,161,0.0,29,0,825464,25265293
1726,Eagles ,Please Come Home for Christmas  Eagles 2013 Remaster,57,0.0,31,0,1643147,25264515
1727,Ambjaay ,Uno,91,0.0,73,0,335721,25195284
1728,Taylor Swift ,Bigger Than The Whole Sky,40,0.0,15,0,1864394,25189181
1729,Jason Derulo ,Tip Toe,104,0.0,74,0,322497,25183473
1730,Lil Wayne ,Let It Fly,42,6.0,3,(x3),3532426,25127073
1731,Kid Ink ,Be Real,206,0.0,38,0,230242,25126943
1732,Macklemore ,Good Old Days,88,0.0,57,0,422483,25091594
1733,Thomas Rhett ,TShirt,169,0.0,105,0,183968,25055557
1734,PARTYNEXTDOOR ,BELIEVE IT,77,1.0,6,0,1158510,25051320
1735,Megan Thee Stallion ,Captain Hook,106,0.0,71,0,526569,25049443
1736,Skrillex ,Purple Lamborghini,117,0.0,44,0,378208,25043736
1737,Nio Garcia ,AM Remix,86,0.0,49,0,564406,25024011
1738,SZA ,Nobody Gets Me,20,10.0,3,(x5),2409644,24880624
1739,Lil Baby ,Commercial,91,1.0,10,0,1071603,24861449
1740,Ty Dolla $ign ,Blasé,184,0.0,59,0,186511,24820685
1741,Post Malone ,Goodbyes,105,0.0,95,0,286227,24812837
1742,David Guetta ,Like I Do,74,0.0,51,0,457940,24811649
1743,Post Malone ,Sugar Wraith,53,0.0,18,0,1746374,24810017
1744,Harry Styles ,Love Of My Life,46,0.0,12,0,2180740,24795101
1745,Juice WRLD ,Let Me Know (I Wonder Why Freestyle),68,0.0,33,0,700890,24788846
1746,Zara Larsson ,Ain't My Fault,88,0.0,45,0,409782,24779338
1747,Drake ,Pop Style,31,31.0,3,(x3),1074841,24766383
1748,Harry Styles ,Daydreaming,43,2.0,9,0,2381025,24763267
1749,Migos ,Kelly Price,83,0.0,20,0,516893,24762447
1750,Billie Eilish ,Happier Than Ever  Edit,93,0.0,69,0,336876,24756556
1751,Future ,First Off,58,1.0,9,0,1192955,24728788
1752,benny blanco ,Graduation,82,0.0,28,0,703658,24721876
1753,G,Eazy  Good Life,75,0.0,51,0,445853,24716266
1754,Dynoro ,In My Mind,73,0.0,50,0,444658,24715326
1755,Taylor Swift ,Shake It Off,56,45.0,1,(x41),619815,24714054
1756,Drake ,In The Bible,42,3.0,6,0,4819968,24703743
1757,Joyner Lucas ,Isis,64,0.0,13,0,918940,24696412
1758,Bryce Vine ,La La Land,89,0.0,73,0,352154,24685894
1759,Ava Max ,Kings & Queens,106,0.0,115,0,274256,24646624
1760,MadeinTYO ,Skateboard P,135,0.0,131,0,221511,24643764
1761,Nevada ,The Mack,93,0.0,37,0,401350,24629480
1762,Young Thug ,Bubbly,73,4.0,5,0,1104291,24579609
1763,Post Malone ,Allergic,49,1.0,10,0,2279770,24574813
1764,Terror Jr ,Come First,104,0.0,51,0,329562,24562357
1765,Sia ,Thunderclouds,71,0.0,41,0,536609,24534326
1766,Drake ,Survival,32,3.0,2,(x1),5219711,24517798
1767,Miley Cyrus ,Slide Away,50,0.0,13,0,830515,24514336
1768,Eminem ,Fall,49,6.0,8,0,1423756,24486292
1769,KIDS SEE GHOSTS ,Reborn,56,6.0,5,0,1346545,24476041
1770,Taylor Swift ,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),52,7.0,3,(x3),1800429,24467642
1771,Logic ,Flexicution,127,0.0,33,0,446020,24441433
1772,6ix9ine,TIC TOC,42,8.0,2,(x1),1574754,24422094
1773,Dr. Dre ,Still D.R.E.,76,4.0,2,(x1),1040389,24393361
1774,Ozuna ,Vaina Loca,89,0.0,49,0,421312,24364324
1775,Rihanna ,Kiss It Better,180,0.0,62,0,218868,24360342
1776,Emmy Meli ,I AM WOMAN,83,0.0,61,0,364239,24325903
1777,Perry Como ,(There's No Place Like) Home for the Holidays  1959 Version,61,0.0,44,0,1259387,24308491
1778,J Balvin ,Mi Gente,65,1.0,8,0,941957,24296262
1779,Madison Beer ,Selfish,79,0.0,54,0,366667,24270363
1780,Drake ,Get It Together,54,4.0,8,0,1726393,24267097
1781,Drake ,Broke Boys,34,4.0,10,0,2927622,24244407
1782,Young Thug ,Chanel (Go Get It),80,0.0,30,0,728930,24238683
1783,OneRepublic ,Rescue Me,82,0.0,51,0,432617,24227740
1784,OMI ,Cheerleader  Felix Jaehn Remix Radio Edit,162,0.0,33,0,311212,24225108
1785,ScHoolboy Q ,Collard Greens,111,0.0,90,0,293575,24222105
1786,Jack Harlow ,SUVs (Black on Black),77,0.0,19,0,706015,24159082
1787,Sam Smith ,Pray,68,0.0,25,0,641452,24136128
1788,LISA ,MONEY,72,0.0,22,0,530932,24125163
1789,Big Sean ,Jump Out The Window,105,0.0,22,0,577577,24101999
1790,Taylor Swift ,Paris,40,0.0,17,0,1735119,24101601
1791,Lil Nas X ,STAR WALKIN' (League of Legends Worlds Anthem),63,0.0,14,0,714954,24090906
1792,Ed Sheeran ,Tenerife Sea,279,0.0,72,0,140556,24088221
1793,Future ,Life Is Good,77,0.0,37,0,580062,24064298
1794,Ali Gatie ,What If I Told You That I Love You,80,0.0,39,0,611766,24053410
1795,Travis Scott ,HIGHEST IN THE ROOM,51,2.0,3,(x1),1543816,24051669
1796,The Kid LAROI ,Not Sober,62,1.0,5,0,1078951,23999111
1797,Hailee Steinfeld ,Capital Letters,75,0.0,47,0,491690,23950925
1798,Kanye West ,Fade,130,0.0,48,0,333939,23909185
1799,Smiley ,Over The Top,62,0.0,16,0,799735,23907104
1800,Kanye West ,Ultralight Beam,123,0.0,13,0,591584,23904305
1801,Lil Durk ,What Happened To Virgil,80,0.0,41,0,392850,23894677
1802,Drake ,Massive,52,3.0,8,0,2163276,23891905
1803,Blueface ,Bleed It,80,0.0,71,0,407508,23855884
1804,Ariana Grande ,in my head,45,1.0,10,0,2113006,23799788
1805,Silk City ,Electricity,56,0.0,25,0,711471,23777894
1806,Travis Scott ,FRANCHISE,59,7.0,2,(x1),1583018,23776433
1807,N.E.R.D ,Lemon  Drake Remix,56,0.0,23,0,677136,23774569
1808,Halsey ,Colors,150,0.0,59,0,266372,23700030
1809,Zedd ,Good Thing,63,0.0,38,0,544432,23692108
1810,BLACKPINK ,Pink Venom,49,4.0,6,0,1038802,23680687
1811,Sam Hunt ,Make You Miss Me,187,0.0,105,0,177691,23646804
1812,Jhené Aiko ,B.S.,79,0.0,31,0,913404,23573186
1813,A$AP Rocky ,Everyday,181,0.0,11,0,411824,23561949
1814,Taylor Swift ,Love Story (Taylor’s Version),55,6.0,1,(x1),2983511,23554176
1815,benny blanco ,I Can’t Get Enough (benny blanco Selena Gomez J Balvin Tainy),59,0.0,21,0,834004,23543920
1816,6ix9ine,MAMA,58,3.0,3,(x1),1580401,23543715
1817,Wiz Khalifa ,We Dem Boyz,248,0.0,28,0,175317,23514685
1818,Elton John ,Hold Me Closer,61,2.0,6,0,1024772,23512491
1819,Daddy Yankee ,Dura,87,0.0,70,0,375998,23504611
1820,Drake ,8 Out Of 10,32,3.0,5,0,4170547,23488316
1821,J. Cole ,Photograph,35,4.0,2,(x1),3561388,23454975
1822,Ozuna ,Baila Baila Baila,85,0.0,96,0,346422,23440106
1823,Drake ,Papi’s Home,35,3.0,4,0,5136870,23429154
1824,Bad Bunny ,El Apagón,68,0.0,23,0,1088322,23425443
1825,Ed Sheeran ,Happier,65,0.0,14,0,884321,23344266
1826,Lauv ,The Other,102,0.0,77,0,303856,23336829
1827,Thomas Rhett ,Look What God Gave Her,89,0.0,57,0,468649,23324959
1828,Bad Bunny ,Aguacero,65,0.0,20,0,1208226,23324784
1829,Gunna ,Banking On Me,80,0.0,35,0,467094,23266440
1830,Fetty Wap ,Jimmy Choo,107,0.0,43,0,331154,23255758
1831,Dreamville ,Under The Sun,73,1.0,10,0,1006961,23249561
1832,JP Cooper ,September Song,95,0.0,78,0,323884,23226355
1833,Lil Uzi Vert ,Silly Watch,42,6.0,3,(x1),2591124,23219511
1834,SZA ,Low,20,8.0,4,0,2331692,23181366
1835,The Goo Goo Dolls ,Iris,97,0.0,103,0,318467,23178467
1836,Post Malone ,Staring At The Sun,47,0.0,11,0,2012637,23154387
1837,Miley Cyrus ,Mother's Daughter,56,1.0,9,0,1118297,23104201
1838,Childish Gambino ,Summertime Magic,43,2.0,6,0,1489529,23091097
1839,Britney Spears ,My Only Wish (This Year),59,0.0,48,0,1158004,23088066
1840,Eyedress ,Jealous,102,0.0,147,0,268560,23078817
1841,Taylor Swift ,The Archer,50,2.0,2,(x1),1425991,23056183
1842,Drake ,9,102,0.0,18,0,577936,22973685
1843,Michael Bublé ,Santa Claus Is Coming to Town,88,0.0,39,0,889448,22969100
1844,Kendrick Lamar ,GOD.,57,0.0,15,0,1522201,22968462
1845,21 Savage,Numb,89,0.0,40,0,511545,22956859
1846,Billie Eilish ,listen before i go,60,0.0,14,0,1198677,22897347
1847,Lil Yachty ,Poland,48,9.0,4,0,1023054,22860561
1848,Wale ,MY PYT,134,0.0,85,0,243030,22860386
1849,Summer Walker ,No Love,74,1.0,6,0,1094423,22851601
1850,Luke Christopher ,Lot to Learn,100,0.0,61,0,297040,22827896
1851,Imagine Dragons ,Radioactive,186,0.0,46,0,147024,22813325
1852,NLE Choppa ,Narrow Road,81,0.0,43,0,558212,22808428
1853,Zedd ,I Want You To Know,120,0.0,20,0,305498,22770312
1854,Daniel Caesar ,Get You,110,0.0,136,0,248710,22768289
1855,KAROL G ,BICHOTA,86,0.0,82,0,324591,22767930
1856,Adele ,Someone Like You,124,0.0,35,0,494451,22760209
1857,Taylor Swift ,invisible string,43,5.0,9,0,2444041,22757702
1858,Huncho Jack ,Saint,77,0.0,15,0,871642,22756647
1859,Rauw Alejandro ,Desesperados,94,0.0,112,0,295616,22756151
1860,Flipp Dinero ,How I Move,85,0.0,95,0,336666,22677539
1861,Luke Combs ,She Got the Best of Me,100,0.0,115,0,281748,22659025
1862,Taylor Swift ,betty,52,0.0,12,0,2208354,22651886
1863,Cardi B ,Ring,70,0.0,27,0,758499,22647853
1864,Juice WRLD ,Up Up And Away,51,0.0,12,0,1995673,22641690
1865,Wiz Khalifa ,Bake Sale,122,0.0,39,0,319226,22625716
1866,Justin Bieber ,As I Am,42,7.0,2,(x4),1727706,22595741
1867,Jordan Davis ,Singles You Up,97,0.0,110,0,294026,22584131
1868,Drake ,Talk Up,30,2.0,8,0,3823354,22500766
1869,Drake ,Diplomatic Immunity,43,6.0,2,(x5),1510422,22457380
1870,One Direction ,Night Changes,175,0.0,18,0,272638,22434400
1871,Labrinth ,Mount Everest,71,0.0,32,0,453938,22432686
1872,Drake ,6 God,184,1.0,10,0,444941,22419745
1873,Drake ,Pain 1993,46,5.0,1,(x1),2981299,22386673
1874,Kendrick Lamar ,Big Shot,64,0.0,17,0,854910,22372144
1875,Migos ,Notice Me,66,0.0,16,0,940976,22354910
1876,Luke Combs ,One Number Away,98,0.0,104,0,310215,22353976
1877,Skrillex ,Would You Ever,71,0.0,52,0,419734,22312357
1878,Wale ,Running Back,108,0.0,84,0,327723,22253767
1879,Young Thug ,Sin,65,0.0,24,0,646247,22237805
1880,6ix9ine,BILLY,80,0.0,24,0,674018,22189371
1881,Taylor Swift ,Enchanted,57,2.0,8,0,784239,22145991
1882,Ariana Grande ,34+35 Remix,65,6.0,2,(x1),1619016,22140440
1883,The Weeknd ,False Alarm,96,0.0,17,0,658410,22124279
1884,Taylor Swift ,Christmas Tree Farm,59,0.0,50,0,934058,22112671
1885,Jonas Brothers ,Cool,69,0.0,29,0,859185,22097390
1886,Bad Bunny ,TE MUDASTE,77,1.0,3,(x1),1044478,22058979
1887,Drake ,Digital Dash,137,0.0,18,0,347297,22054353
1888,ScHoolboy Q ,Floating,68,1.0,10,0,921109,22043567
1889,OneRepublic ,Rich Love,82,0.0,59,0,354932,22041268
1890,SZA ,Blind,20,7.0,4,0,2346183,22030589
1891,Mr. Probz ,Waves  Robin Schulz Radio Edit,164,0.0,33,0,179202,21997634
1892,Beyoncé ,ALIEN SUPERSTAR,51,6.0,4,0,1442367,21934628
1893,Kanye West ,True Love,47,3.0,3,(x1),1505156,21916821
1894,Sech ,Otro Trago,72,0.0,64,0,371859,21915042
1895,Eminem ,Greatest,39,7.0,3,(x2),1951750,21898314
1896,Drake ,N 2 Deep,35,1.0,10,0,3848655,21897764
1897,LANCO ,Greatest Love Story,107,0.0,97,0,282484,21865131
1898,Julia Michaels ,Heaven,57,0.0,33,0,536171,21835732
1899,Billie Eilish ,my boy,97,0.0,137,0,276698,21835162
1900,Frank Ocean ,Novacane,78,0.0,82,0,333612,21831744
1901,Shawn Hook ,Sound Of Your Heart,136,0.0,73,0,212567,21754025
1902,Maluma ,Hawái  Remix,60,1.0,10,0,787722,21753013
1903,Bryson Tiller ,Run Me Dry,109,0.0,60,0,429800,21743999
1904,Taylor Swift ,Gorgeous,62,5.0,2,(x1),1492984,21743680
1905,J Balvin ,QUE PRETENDES,73,0.0,16,0,830916,21706354
1906,Kendrick Lamar ,FEAR.,49,0.0,13,0,1708979,21644521
1907,Cico P ,Tampa,73,0.0,42,0,412835,21632969
1908,Britney Spears ,Make Me...,77,0.0,22,0,515668,21617745
1909,DJ Khaled ,I Got the Keys,112,0.0,63,0,291047,21599627
1910,Morgan Wallen ,865,63,2.0,6,0,907152,21590002
1911,21 Savage,all my friends,54,0.0,11,0,1167949,21562563
1912,Arizona Zervas ,FML,68,0.0,64,0,423360,21556891
1913,Dierks Bentley ,Somewhere On A Beach,150,0.0,110,0,179276,21539920
1914,Drake ,Live From The Gutter,138,0.0,23,0,332190,21529713
1915,Billie Eilish ,come out and play,58,0.0,13,0,839926,21503308
1916,Machine Gun Kelly ,I Think I'm OKAY,64,0.0,29,0,534015,21490652
1917,Drake ,BackOutsideBoyz,27,4.0,7,0,3519029,21482496
1918,Lil Uzi Vert ,Neon Guts,86,0.0,34,0,676305,21464064
1919,Camila Cabello ,OMG,70,0.0,58,0,386444,21461215
1920,Drake ,Blue Tint,39,0.0,18,0,2228081,21455091
1921,Lil Baby ,Real As It Gets,76,0.0,14,0,697333,21445464
1922,ZAYN ,Still Got Time,70,0.0,52,0,488415,21424566
1923,Queen ,Another One Bites The Dust  Remastered 2011,84,0.0,88,0,326221,21424303
1924,Billie Eilish ,ilomilo,51,0.0,12,0,1287146,21362276
1925,Muni Long ,Hrs and Hrs,69,0.0,49,0,385296,21356296
1926,Dreamville ,Down Bad,57,0.0,12,0,896036,21268843
1927,SoFaygo ,Knock Knock,94,0.0,121,0,259109,21263127
1928,Carpenters ,Merry Christmas Darling  Remix,55,0.0,50,0,1048579,21243685
1929,Chance the Rapper ,GRoCERIES,70,0.0,35,0,701457,21238388
1930,Nicki Minaj ,No Frauds,82,0.0,18,0,783819,21231796
1931,Lil Uzi Vert ,The Way Life Goes,83,0.0,58,0,363020,21224418
1932,Sleepy Hallow ,Deep End Freestyle,57,0.0,21,0,549683,21203148
1933,Maddie & Tae ,Die From A Broken Heart,85,0.0,97,0,316420,21195966
1934,A$AP Ferg ,New Level,156,0.0,83,0,215966,21186972
1935,Taylor Swift ,High Infidelity,36,0.0,19,0,1633494,21185565
1936,Wiz Khalifa ,Fr Fr,68,0.0,45,0,522717,21156954
1937,Daryl Hall & John Oates ,Jingle Bell Rock  Daryl's Version,61,0.0,45,0,826941,21137983
1938,Rihanna ,Sex With Me,135,0.0,84,0,244143,21127284
1939,Chlöe ,Have Mercy,64,0.0,36,0,463601,21119892
1940,Billie Eilish ,NDA,46,2.0,5,0,1167545,21104010
1941,Ne,Yo  She Knows,149,0.0,19,0,286697,21102722
1942,Lil Tecca ,Shots,68,0.0,34,0,634209,21075698
1943,Khalid ,Right Back,69,0.0,53,0,388819,21065277
1944,Smokepurpp ,Audi.,113,0.0,125,0,221730,21027202
1945,Taylor Swift ,mirrorball,36,5.0,7,0,2831226,21000501
1946,BLACKPINK ,How You Like That,64,2.0,8,0,802535,20990391
1947,Drake ,Scholarships,134,0.0,24,0,323831,20988282
1948,Deorro ,Five More Hours  Deorro x Chris Brown,155,0.0,37,0,232486,20962255
1949,Frank Sinatra ,Have Yourself A Merry Little Christmas  Remastered,49,0.0,41,0,1450241,20948370
1950,Flo Rida ,Cake  Challenge Version,89,0.0,75,0,283447,20918300
1951,Taylor Swift ,gold rush,37,6.0,3,(x1),2978418,20911111
1952,Cafuné ,Tek It,74,0.0,57,0,360339,20905806
1953,Giveon ,For Tonight,88,0.0,65,0,376768,20896078
1954,Taylor Swift ,seven,37,4.0,8,0,2682670,20883365
1955,Camila Cabello ,She Loves Control,70,0.0,62,0,394088,20875281
1956,Taylor Swift ,no body no crime,37,5.0,3,(x1),2864652,20870824
1957,Arctic Monkeys ,Do I Wanna Know?,217,0.0,63,0,214617,20855935
1958,Panic! At The Disco ,Death Of A Bachelor,124,0.0,52,0,228203,20850458
1959,Elton John ,Step Into Christmas,53,0.0,37,0,1180350,20843721
1960,Bing Crosby ,Do You Hear What I Hear?  Remastered 2006,54,0.0,20,0,1450552,20838889
1961,Regard ,Ride It,77,0.0,79,0,361977,20795938
1962,Yung Bleu ,You’re Mines Still,84,0.0,69,0,345332,20785686
1963,Roddy Ricch ,Die Young,83,0.0,109,0,298409,20784994
1964,Post Malone ,Wow.  Remix,69,0.0,58,0,442295,20774299
1965,Zara Larsson ,I Would Like,99,0.0,85,0,253054,20752626
1966,Travis Scott ,NO BYSTANDERS,44,3.0,6,0,2535998,20749334
1967,AURORA ,Runaway,62,0.0,32,0,444966,20740784
1968,NAV ,Never Sleep,57,0.0,19,0,899778,20697760
1969,The Weeknd ,True Colors,77,0.0,12,0,710118,20683903
1970,Taylor Swift ,‘tis the damn season,35,7.0,3,(x1),2920096,20670795
1971,Lady Gaga ,Always Remember Us This Way,60,0.0,41,0,519902,20660603
1972,P!nk ,Walk Me Home,81,0.0,82,0,355906,20632907
1973,Ivan Cornejo ,Está Dañada,66,0.0,37,0,436948,20617400
1974,BLACKPINK ,Kill This Love,57,0.0,32,0,767637,20604815
1975,Trippie Redd ,Rich MF,73,0.0,63,0,368064,20602509
1976,Drake ,Love All,30,2.0,7,0,4621691,20601045
1977,Robin Schulz ,Shed a Light,99,0.0,73,0,279815,20596795
1978,Kendrick Lamar ,United In Grief,28,5.0,2,(x1),4547415,20593251
1979,Future ,Solitaires,58,2.0,3,(x1),1260676,20559317
1980,TV Girl ,Not Allowed,92,0.0,129,0,250355,20529847
1981,French Montana ,Writing on the Wall,53,0.0,21,0,636286,20518288
1982,Little Mix ,Woman Like Me,54,0.0,45,0,502051,20514515
1983,Kanye West ,All Day,137,2.0,7,0,428024,20480578
1984,Moneybagg Yo ,Said Sum,92,0.0,134,0,270163,20473820
1985,DripReport ,Skechers,73,0.0,61,0,351257,20448995
1986,Justin Bieber ,No Pressure,85,4.0,10,0,579975,20446590
1987,Niall Horan ,Nice To Meet Ya,68,0.0,52,0,457860,20436836
1988,Bo Burnham ,Welcome to the Internet,66,0.0,56,0,444260,20431469
1989,Ashley O ,On A Roll,52,0.0,27,0,611800,20404924
1990,Keith Urban ,Blue Ain't Your Color,127,0.0,116,0,205517,20388826
1991,Bad Bunny ,Solo de Mi,65,0.0,52,0,516658,20369267
1992,Lil Baby ,Errbody,76,0.0,19,0,735601,20359826
1993,BTS ,Permission to Dance,51,1.0,6,0,1033060,20309040
1994,5 Seconds of Summer,Amnesia,153,0.0,18,0,221685,20284315
1995,Khalid ,Up All Night,59,0.0,31,0,571056,20243549
1996,Usher ,No Limit,130,0.0,99,0,201710,20235954
1997,StarBoi3,Dick,67,0.0,47,0,433652,20226932
1998,Liam Payne ,For You (Fifty Shades Freed) (& Rita Ora),77,0.0,69,0,380810,20213273
1999,lil Shordie Scott ,Rocking A Cardigan in Atlanta,61,0.0,27,0,464847,20201027
2000,Machine Gun Kelly ,Home,65,0.0,56,0,411020,20189203
2001,Gucci Mane ,Curve,68,0.0,36,0,588003,20164855
2002,Metro Boomin ,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],27,6.0,5,0,1309159,20161884
2003,Summer Walker ,Girls Need Love,67,0.0,40,0,620253,20158821
2004,Bad Bunny ,Dos Mil 16,55,0.0,21,0,1147522,20150130
2005,Drake ,KMT,47,0.0,11,0,1600724,20105053
2006,Juice WRLD ,Burn,51,3.0,1,(x1),1654919,20100034
2007,Lee Brice ,Rumor,83,0.0,115,0,291247,20070843
2008,Rihanna ,Lift Me Up,39,1.0,4,0,2140491,20004400
2009,SZA ,The Weekend  Funk Wav Remix,79,0.0,88,0,309162,19948815
2010,Drake ,No Long Talk,40,3.0,4,0,2057656,19905525
2011,The Weeknd ,Rockin’,65,7.0,7,0,923956,19903322
